AAPL (APPLE INC),109.80,-0.03,
Nov 04 2016 @ 14:35 ET,Bid,109.79,Ask,109.80,Size,13x6,Vol,20523482,
Calls,Last Sale,Net,Bid,Ask,Vol,Open Int,Puts,Last Sale,Net,Bid,Ask,Vol,Open Int,
17 Feb 70.00 (AAPL1717B70-X),41.90,0.0,39.90,40.55,0,752,17 Feb 70.00 (AAPL1717N70-X),0.0,0.0,0.09,0.12,0,615,
17 Feb 70.00 (AAPL1717B70-Y),0.0,0.0,39.90,40.55,0,752,17 Feb 70.00 (AAPL1717N70-Y),0.11,0.0,0.10,0.17,0,615,
17 Feb 75.00 (AAPL1717B75),36.96,0.0,34.90,35.60,0,0,17 Feb 75.00 (AAPL1717N75),0.14,0.0,0.18,0.19,0,538,
17 Feb 75.00 (AAPL1717B75-3),0.0,0.0,34.90,35.70,0,0,17 Feb 75.00 (AAPL1717N75-3),0.0,0.0,0.17,0.19,0,538,
17 Feb 75.00 (AAPL1717B75-4),0.0,0.0,34.90,35.70,0,0,17 Feb 75.00 (AAPL1717N75-4),0.50,0.0,0.17,0.19,0,538,
17 Feb 75.00 (AAPL1717B75-8),0.0,0.0,34.90,35.70,0,0,17 Feb 75.00 (AAPL1717N75-8),0.50,0.0,0.14,0.20,0,538,
17 Feb 75.00 (AAPL1717B75-A),0.0,0.0,34.90,35.70,0,0,17 Feb 75.00 (AAPL1717N75-A),0.50,0.0,0.16,0.20,0,538,
17 Feb 75.00 (AAPL1717B75-B),0.0,0.0,34.90,35.70,0,0,17 Feb 75.00 (AAPL1717N75-B),0.50,0.0,0.15,0.20,0,538,
17 Feb 75.00 (AAPL1717B75-E),36.96,0.0,34.90,35.60,0,0,17 Feb 75.00 (AAPL1717N75-E),0.11,0.0,0.17,0.19,0,538,
17 Feb 75.00 (AAPL1717B75-I),0.0,0.0,34.90,35.70,0,0,17 Feb 75.00 (AAPL1717N75-I),0.24,0.0,0.18,0.19,0,538,
17 Feb 75.00 (AAPL1717B75-J),0.0,0.0,34.90,35.70,0,0,17 Feb 75.00 (AAPL1717N75-J),0.50,0.0,0.15,0.20,0,538,
17 Feb 75.00 (AAPL1717B75-K),0.0,0.0,33.30,36.75,0,0,17 Feb 75.00 (AAPL1717N75-K),0.0,0.0,0.08,0.27,0,538,
17 Feb 75.00 (AAPL1717B75-O),0.0,0.0,33.00,36.75,0,0,17 Feb 75.00 (AAPL1717N75-O),0.32,0.0,0.17,0.19,0,538,
17 Feb 75.00 (AAPL1717B75-P),0.0,0.0,34.90,35.70,0,0,17 Feb 75.00 (AAPL1717N75-P),0.54,0.0,0.18,0.19,0,538,
17 Feb 75.00 (AAPL1717B75-S),0.0,0.0,34.90,35.70,0,0,17 Feb 75.00 (AAPL1717N75-S),0.50,0.0,0.0,0.21,0,538,
17 Feb 75.00 (AAPL1717B75-X),0.0,0.0,34.90,35.70,0,0,17 Feb 75.00 (AAPL1717N75-X),0.50,0.0,0.17,0.20,0,538,
17 Feb 75.00 (AAPL1717B75-Y),0.0,0.0,34.90,35.60,0,0,17 Feb 75.00 (AAPL1717N75-Y),0.14,0.0,0.17,0.19,0,538,
17 Feb 80.00 (AAPL1717B80),30.50,0.0,30.10,30.45,0,138,17 Feb 80.00 (AAPL1717N80),0.30,0.0,0.29,0.31,0,424,
17 Feb 80.00 (AAPL1717B80-3),35.90,0.0,30.10,30.45,0,138,17 Feb 80.00 (AAPL1717N80-3),0.27,0.0,0.29,0.31,0,424,
17 Feb 80.00 (AAPL1717B80-4),35.45,0.0,30.10,30.45,0,138,17 Feb 80.00 (AAPL1717N80-4),0.26,0.0,0.29,0.33,0,424,
17 Feb 80.00 (AAPL1717B80-8),32.95,0.0,30.10,30.45,0,138,17 Feb 80.00 (AAPL1717N80-8),0.27,0.0,0.29,0.32,0,424,
17 Feb 80.00 (AAPL1717B80-A),0.0,0.0,30.10,30.45,0,138,17 Feb 80.00 (AAPL1717N80-A),0.34,0.0,0.29,0.32,0,424,
17 Feb 80.00 (AAPL1717B80-B),0.0,0.0,30.10,30.45,0,138,17 Feb 80.00 (AAPL1717N80-B),0.30,0.0,0.27,0.32,0,424,
17 Feb 80.00 (AAPL1717B80-E),31.95,0.0,30.05,30.50,0,138,17 Feb 80.00 (AAPL1717N80-E),0.20,0.0,0.29,0.31,0,424,
17 Feb 80.00 (AAPL1717B80-I),30.50,0.0,30.10,30.45,0,138,17 Feb 80.00 (AAPL1717N80-I),0.28,0.0,0.29,0.31,0,424,
17 Feb 80.00 (AAPL1717B80-J),0.0,0.0,30.10,30.45,0,138,17 Feb 80.00 (AAPL1717N80-J),0.0,0.0,0.29,0.32,0,424,
17 Feb 80.00 (AAPL1717B80-K),0.0,0.0,28.10,32.30,0,138,17 Feb 80.00 (AAPL1717N80-K),0.0,0.0,0.29,0.54,0,424,
17 Feb 80.00 (AAPL1717B80-O),33.25,0.0,30.05,30.45,0,138,17 Feb 80.00 (AAPL1717N80-O),0.27,0.0,0.28,0.32,0,424,
17 Feb 80.00 (AAPL1717B80-P),36.75,0.0,30.10,30.45,0,138,17 Feb 80.00 (AAPL1717N80-P),0.20,0.0,0.29,0.31,0,424,
17 Feb 80.00 (AAPL1717B80-S),0.0,0.0,30.10,30.45,0,138,17 Feb 80.00 (AAPL1717N80-S),0.29,0.0,0.29,1.34,0,424,
17 Feb 80.00 (AAPL1717B80-X),31.72,0.0,30.10,30.45,0,138,17 Feb 80.00 (AAPL1717N80-X),0.25,0.0,0.29,0.32,0,424,
17 Feb 80.00 (AAPL1717B80-Y),0.0,0.0,30.10,30.45,0,138,17 Feb 80.00 (AAPL1717N80-Y),0.0,0.0,0.29,0.31,0,424,
17 Feb 85.00 (AAPL1717B85),29.25,0.0,25.25,25.85,0,150,17 Feb 85.00 (AAPL1717N85),0.57,+0.07,0.49,0.51,20,628,
17 Feb 85.00 (AAPL1717B85-3),0.0,0.0,25.25,25.85,0,150,17 Feb 85.00 (AAPL1717N85-3),0.31,0.0,0.49,0.53,0,628,
17 Feb 85.00 (AAPL1717B85-4),0.0,0.0,25.25,25.85,0,150,17 Feb 85.00 (AAPL1717N85-4),0.49,0.0,0.49,0.52,0,628,
17 Feb 85.00 (AAPL1717B85-8),0.0,0.0,25.25,25.85,0,150,17 Feb 85.00 (AAPL1717N85-8),0.27,0.0,0.49,0.56,0,628,
17 Feb 85.00 (AAPL1717B85-A),28.70,0.0,25.25,25.85,0,150,17 Feb 85.00 (AAPL1717N85-A),0.43,0.0,0.49,0.52,0,628,
17 Feb 85.00 (AAPL1717B85-B),0.0,0.0,25.25,25.85,0,150,17 Feb 85.00 (AAPL1717N85-B),0.43,0.0,0.46,0.59,0,628,
17 Feb 85.00 (AAPL1717B85-E),28.40,0.0,25.25,25.85,0,150,17 Feb 85.00 (AAPL1717N85-E),0.57,+0.14,0.49,0.52,15,628,
17 Feb 85.00 (AAPL1717B85-I),29.25,0.0,25.25,25.85,0,150,17 Feb 85.00 (AAPL1717N85-I),0.70,0.0,0.49,0.51,0,628,
17 Feb 85.00 (AAPL1717B85-J),0.0,0.0,25.25,25.85,0,150,17 Feb 85.00 (AAPL1717N85-J),0.0,0.0,0.49,0.52,0,628,
17 Feb 85.00 (AAPL1717B85-K),0.0,0.0,23.40,26.90,0,150,17 Feb 85.00 (AAPL1717N85-K),0.0,0.0,0.26,0.84,0,628,
17 Feb 85.00 (AAPL1717B85-O),0.0,0.0,25.15,25.85,0,150,17 Feb 85.00 (AAPL1717N85-O),0.60,+0.17,0.47,0.55,5,628,
17 Feb 85.00 (AAPL1717B85-P),0.0,0.0,25.25,25.85,0,150,17 Feb 85.00 (AAPL1717N85-P),0.50,0.0,0.49,0.51,0,628,
17 Feb 85.00 (AAPL1717B85-S),0.0,0.0,25.25,25.85,0,150,17 Feb 85.00 (AAPL1717N85-S),0.0,0.0,0.49,0.51,0,628,
17 Feb 85.00 (AAPL1717B85-X),0.0,0.0,25.25,25.85,0,150,17 Feb 85.00 (AAPL1717N85-X),0.32,0.0,0.49,0.52,0,628,
17 Feb 85.00 (AAPL1717B85-Y),0.0,0.0,25.25,25.85,0,150,17 Feb 85.00 (AAPL1717N85-Y),0.33,0.0,0.49,0.58,0,628,
17 Feb 90.00 (AAPL1717B90),20.30,-1.37,20.65,20.90,3,199,17 Feb 90.00 (AAPL1717N90),0.84,-0.04,0.83,0.85,100,1943,
17 Feb 90.00 (AAPL1717B90-3),19.45,0.0,20.65,20.90,0,199,17 Feb 90.00 (AAPL1717N90-3),2.23,0.0,0.83,0.90,0,1943,
17 Feb 90.00 (AAPL1717B90-4),20.30,-7.50,20.65,20.90,3,199,17 Feb 90.00 (AAPL1717N90-4),0.92,+0.19,0.83,0.86,1,1943,
17 Feb 90.00 (AAPL1717B90-8),21.67,0.0,20.65,20.90,0,199,17 Feb 90.00 (AAPL1717N90-8),0.88,0.0,0.83,0.92,0,1943,
17 Feb 90.00 (AAPL1717B90-A),27.10,0.0,20.65,20.90,0,199,17 Feb 90.00 (AAPL1717N90-A),0.86,+0.16,0.83,0.87,21,1943,
17 Feb 90.00 (AAPL1717B90-B),24.52,0.0,20.65,20.90,0,199,17 Feb 90.00 (AAPL1717N90-B),0.41,0.0,0.79,0.87,0,1943,
17 Feb 90.00 (AAPL1717B90-E),25.09,0.0,20.60,20.95,0,199,17 Feb 90.00 (AAPL1717N90-E),0.89,+0.11,0.83,0.86,25,1943,
17 Feb 90.00 (AAPL1717B90-I),25.00,0.0,20.65,20.90,0,199,17 Feb 90.00 (AAPL1717N90-I),0.84,+0.13,0.83,0.85,2,1943,
17 Feb 90.00 (AAPL1717B90-J),24.15,0.0,20.65,20.90,0,199,17 Feb 90.00 (AAPL1717N90-J),0.96,0.0,0.83,1.39,0,1943,
17 Feb 90.00 (AAPL1717B90-K),0.0,0.0,18.90,22.20,0,199,17 Feb 90.00 (AAPL1717N90-K),0.0,0.0,0.83,1.27,0,1943,
17 Feb 90.00 (AAPL1717B90-O),25.00,0.0,20.60,20.90,0,199,17 Feb 90.00 (AAPL1717N90-O),0.55,0.0,0.79,0.89,0,1943,
17 Feb 90.00 (AAPL1717B90-P),27.10,0.0,20.65,20.90,0,199,17 Feb 90.00 (AAPL1717N90-P),0.84,-0.03,0.83,0.86,40,1943,
17 Feb 90.00 (AAPL1717B90-S),0.0,0.0,20.65,20.90,0,199,17 Feb 90.00 (AAPL1717N90-S),0.84,+0.34,0.83,0.87,1,1943,
17 Feb 90.00 (AAPL1717B90-X),27.93,0.0,20.65,20.90,0,199,17 Feb 90.00 (AAPL1717N90-X),0.88,+0.12,0.83,0.87,10,1943,
17 Feb 90.00 (AAPL1717B90-Y),0.0,0.0,20.65,20.90,0,199,17 Feb 90.00 (AAPL1717N90-Y),0.67,0.0,0.83,0.91,0,1943,
17 Feb 95.00 (AAPL1717B95),16.24,-0.58,16.20,16.40,11,344,17 Feb 95.00 (AAPL1717N95),1.42,-0.04,1.41,1.43,90,1131,
17 Feb 95.00 (AAPL1717B95-3),0.0,0.0,16.20,16.40,0,344,17 Feb 95.00 (AAPL1717N95-3),0.93,0.0,1.35,1.48,0,1131,
17 Feb 95.00 (AAPL1717B95-4),16.82,0.0,16.20,16.40,0,344,17 Feb 95.00 (AAPL1717N95-4),1.52,+0.06,1.41,1.44,1,1131,
17 Feb 95.00 (AAPL1717B95-8),18.80,0.0,16.20,16.40,0,344,17 Feb 95.00 (AAPL1717N95-8),1.29,0.0,1.41,1.53,0,1131,
17 Feb 95.00 (AAPL1717B95-A),21.42,0.0,16.20,16.40,0,344,17 Feb 95.00 (AAPL1717N95-A),1.42,+0.53,1.37,1.44,13,1131,
17 Feb 95.00 (AAPL1717B95-B),16.24,-1.51,16.20,16.40,10,344,17 Feb 95.00 (AAPL1717N95-B),1.20,0.0,1.35,1.45,0,1131,
17 Feb 95.00 (AAPL1717B95-E),17.91,0.0,16.20,16.40,0,344,17 Feb 95.00 (AAPL1717N95-E),1.47,+0.01,1.38,1.44,11,1131,
17 Feb 95.00 (AAPL1717B95-I),19.40,0.0,16.20,16.40,0,344,17 Feb 95.00 (AAPL1717N95-I),1.50,+0.04,1.41,1.43,65,1131,
17 Feb 95.00 (AAPL1717B95-J),0.0,0.0,16.20,16.40,0,344,17 Feb 95.00 (AAPL1717N95-J),3.45,0.0,0.69,1.49,0,1131,
17 Feb 95.00 (AAPL1717B95-K),0.0,0.0,16.20,16.40,0,344,17 Feb 95.00 (AAPL1717N95-K),0.0,0.0,1.39,1.69,0,1131,
17 Feb 95.00 (AAPL1717B95-O),22.65,0.0,16.20,16.40,0,344,17 Feb 95.00 (AAPL1717N95-O),1.46,0.0,1.41,1.43,0,1131,
17 Feb 95.00 (AAPL1717B95-P),15.55,-4.60,16.20,16.40,1,344,17 Feb 95.00 (AAPL1717N95-P),1.29,0.0,1.37,1.44,0,1131,
17 Feb 95.00 (AAPL1717B95-S),12.00,0.0,16.20,16.40,0,344,17 Feb 95.00 (AAPL1717N95-S),1.34,0.0,1.41,1.44,0,1131,
17 Feb 95.00 (AAPL1717B95-X),22.06,0.0,16.20,16.40,0,344,17 Feb 95.00 (AAPL1717N95-X),0.85,0.0,1.37,1.44,0,1131,
17 Feb 95.00 (AAPL1717B95-Y),0.0,0.0,16.20,16.40,0,344,17 Feb 95.00 (AAPL1717N95-Y),1.24,0.0,1.41,1.48,0,1131,
17 Feb 97.50 (AAPL1717B97.5),13.79,-0.60,14.10,14.25,2,136,17 Feb 97.50 (AAPL1717N97.5),1.78,-0.10,1.82,1.84,309,924,
17 Feb 97.50 (AAPL1717B97.5-3),0.0,0.0,14.10,14.25,0,136,17 Feb 97.50 (AAPL1717N97.5-3),1.82,-0.22,1.81,1.91,9,924,
17 Feb 97.50 (AAPL1717B97.5-4),17.81,0.0,14.10,14.25,0,136,17 Feb 97.50 (AAPL1717N97.5-4),2.04,+0.52,1.81,1.85,12,924,
17 Feb 97.50 (AAPL1717B97.5-8),20.72,0.0,14.10,14.25,0,136,17 Feb 97.50 (AAPL1717N97.5-8),1.46,0.0,1.81,1.94,0,924,
17 Feb 97.50 (AAPL1717B97.5-A),0.0,0.0,14.10,14.25,0,136,17 Feb 97.50 (AAPL1717N97.5-A),0.92,0.0,1.79,1.85,0,924,
17 Feb 97.50 (AAPL1717B97.5-B),15.56,0.0,14.10,14.30,0,136,17 Feb 97.50 (AAPL1717N97.5-B),1.00,0.0,1.76,1.90,0,924,
17 Feb 97.50 (AAPL1717B97.5-E),14.40,0.0,14.10,14.25,0,136,17 Feb 97.50 (AAPL1717N97.5-E),1.86,-0.02,1.81,1.85,19,924,
17 Feb 97.50 (AAPL1717B97.5-I),14.39,0.0,14.10,14.25,0,136,17 Feb 97.50 (AAPL1717N97.5-I),1.82,-0.06,1.82,1.84,99,924,
17 Feb 97.50 (AAPL1717B97.5-J),0.0,0.0,14.10,14.25,0,136,17 Feb 97.50 (AAPL1717N97.5-J),2.10,0.0,1.81,2.89,20,924,
17 Feb 97.50 (AAPL1717B97.5-K),0.0,0.0,14.10,14.25,0,136,17 Feb 97.50 (AAPL1717N97.5-K),0.0,0.0,1.81,2.13,0,924,
17 Feb 97.50 (AAPL1717B97.5-O),15.00,0.0,14.10,14.25,0,136,17 Feb 97.50 (AAPL1717N97.5-O),1.85,+0.10,1.82,1.84,2,924,
17 Feb 97.50 (AAPL1717B97.5-P),13.77,-1.58,14.10,14.25,1,136,17 Feb 97.50 (AAPL1717N97.5-P),1.56,0.0,1.82,1.86,0,924,
17 Feb 97.50 (AAPL1717B97.5-S),0.0,0.0,14.10,14.25,0,136,17 Feb 97.50 (AAPL1717N97.5-S),2.03,+0.13,1.79,2.75,1,924,
17 Feb 97.50 (AAPL1717B97.5-X),15.15,0.0,14.10,14.25,0,136,17 Feb 97.50 (AAPL1717N97.5-X),1.91,+0.30,1.79,1.85,35,924,
17 Feb 97.50 (AAPL1717B97.5-Y),13.79,0.0,14.10,14.25,1,136,17 Feb 97.50 (AAPL1717N97.5-Y),1.78,+0.34,1.82,1.84,112,924,
17 Feb 100.00 (AAPL1717B100),12.45,+0.18,12.10,12.25,16,1423,17 Feb 100.00 (AAPL1717N100),2.32,-0.07,2.34,2.35,364,3006,
17 Feb 100.00 (AAPL1717B100-3),0.0,0.0,12.10,12.25,0,1423,17 Feb 100.00 (AAPL1717N100-3),2.46,+0.29,2.24,2.45,17,3006,
17 Feb 100.00 (AAPL1717B100-4),12.00,-0.25,12.10,12.25,3,1423,17 Feb 100.00 (AAPL1717N100-4),2.41,+0.48,2.33,2.37,20,3006,
17 Feb 100.00 (AAPL1717B100-8),12.09,-0.18,12.05,12.25,3,1423,17 Feb 100.00 (AAPL1717N100-8),2.35,0.0,2.31,2.39,0,3006,
17 Feb 100.00 (AAPL1717B100-A),12.50,0.0,12.10,12.25,0,1423,17 Feb 100.00 (AAPL1717N100-A),2.70,+0.65,2.30,2.37,30,3006,
17 Feb 100.00 (AAPL1717B100-B),13.15,0.0,12.10,12.25,0,1423,17 Feb 100.00 (AAPL1717N100-B),2.16,0.0,2.27,2.40,0,3006,
17 Feb 100.00 (AAPL1717B100-E),11.25,-0.78,12.10,12.25,8,1423,17 Feb 100.00 (AAPL1717N100-E),2.28,-0.02,2.33,2.37,124,3006,
17 Feb 100.00 (AAPL1717B100-I),12.30,0.0,12.10,12.25,0,1423,17 Feb 100.00 (AAPL1717N100-I),2.36,-0.03,2.34,2.35,139,3006,
17 Feb 100.00 (AAPL1717B100-J),18.05,0.0,12.10,12.25,0,1423,17 Feb 100.00 (AAPL1717N100-J),1.93,0.0,2.28,2.46,0,3006,
17 Feb 100.00 (AAPL1717B100-K),0.0,0.0,12.10,12.25,0,1423,17 Feb 100.00 (AAPL1717N100-K),0.0,0.0,1.75,2.34,0,3006,
17 Feb 100.00 (AAPL1717B100-O),13.00,0.0,12.10,12.25,0,1423,17 Feb 100.00 (AAPL1717N100-O),2.36,+0.06,2.34,2.36,11,3006,
17 Feb 100.00 (AAPL1717B100-P),12.45,+0.10,12.05,12.25,2,1423,17 Feb 100.00 (AAPL1717N100-P),2.55,+0.54,2.29,2.36,3,3006,
17 Feb 100.00 (AAPL1717B100-S),15.50,0.0,11.95,12.25,0,1423,17 Feb 100.00 (AAPL1717N100-S),1.37,0.0,2.31,2.38,0,3006,
17 Feb 100.00 (AAPL1717B100-X),12.76,0.0,12.10,12.25,0,1423,17 Feb 100.00 (AAPL1717N100-X),2.60,+0.49,2.30,2.37,2,3006,
17 Feb 100.00 (AAPL1717B100-Y),13.41,0.0,12.10,12.25,0,1423,17 Feb 100.00 (AAPL1717N100-Y),2.32,+0.04,2.34,2.40,18,3006,
17 Feb 105.00 (AAPL1717B105),8.75,+0.20,8.50,8.60,69,3518,17 Feb 105.00 (AAPL1717N105),3.82,+0.04,3.70,3.80,115,6092,
17 Feb 105.00 (AAPL1717B105-3),11.95,0.0,8.50,8.60,0,3518,17 Feb 105.00 (AAPL1717N105-3),2.47,0.0,3.70,3.85,0,6092,
17 Feb 105.00 (AAPL1717B105-4),10.65,0.0,8.45,8.60,0,3518,17 Feb 105.00 (AAPL1717N105-4),3.90,+0.35,3.70,3.80,30,6092,
17 Feb 105.00 (AAPL1717B105-8),7.69,-1.26,8.40,8.60,2,3518,17 Feb 105.00 (AAPL1717N105-8),3.78,0.0,3.70,3.85,0,6092,
17 Feb 105.00 (AAPL1717B105-A),8.40,-1.30,8.45,8.60,1,3518,17 Feb 105.00 (AAPL1717N105-A),3.50,0.0,3.70,3.85,0,6092,
17 Feb 105.00 (AAPL1717B105-B),8.71,0.0,8.45,8.60,0,3518,17 Feb 105.00 (AAPL1717N105-B),3.84,+0.43,3.70,3.80,3,6092,
17 Feb 105.00 (AAPL1717B105-E),7.96,-1.53,8.45,8.60,1,3518,17 Feb 105.00 (AAPL1717N105-E),4.35,+0.60,3.70,3.80,44,6092,
17 Feb 105.00 (AAPL1717B105-I),8.65,+0.10,8.50,8.60,31,3518,17 Feb 105.00 (AAPL1717N105-I),4.00,+0.20,3.70,3.80,25,6092,
17 Feb 105.00 (AAPL1717B105-J),0.0,0.0,8.45,8.60,0,3518,17 Feb 105.00 (AAPL1717N105-J),4.20,+0.95,3.70,3.80,1,6092,
17 Feb 105.00 (AAPL1717B105-K),0.0,0.0,7.25,8.60,0,3518,17 Feb 105.00 (AAPL1717N105-K),0.0,0.0,3.70,5.05,0,6092,
17 Feb 105.00 (AAPL1717B105-O),8.00,-0.65,8.50,8.60,7,3518,17 Feb 105.00 (AAPL1717N105-O),4.05,+0.31,3.70,3.80,4,6092,
17 Feb 105.00 (AAPL1717B105-P),8.75,-0.80,8.45,8.60,26,3518,17 Feb 105.00 (AAPL1717N105-P),3.90,+0.40,3.70,3.80,5,6092,
17 Feb 105.00 (AAPL1717B105-S),11.57,0.0,8.40,8.60,0,3518,17 Feb 105.00 (AAPL1717N105-S),3.25,0.0,3.70,3.85,0,6092,
17 Feb 105.00 (AAPL1717B105-X),8.54,0.0,8.45,8.60,0,3518,17 Feb 105.00 (AAPL1717N105-X),3.82,+0.52,3.70,3.85,3,6092,
17 Feb 105.00 (AAPL1717B105-Y),8.35,-0.67,8.35,8.60,1,3518,17 Feb 105.00 (AAPL1717N105-Y),3.40,0.0,3.70,3.80,0,6092,
17 Feb 110.00 (AAPL1717B110),5.64,-0.05,5.50,5.65,551,8936,17 Feb 110.00 (AAPL1717N110),5.79,-0.16,5.85,5.90,1682,5164,
17 Feb 110.00 (AAPL1717B110-3),6.20,0.0,5.50,5.65,0,8936,17 Feb 110.00 (AAPL1717N110-3),5.45,0.0,5.80,5.95,0,5164,
17 Feb 110.00 (AAPL1717B110-4),5.55,-0.35,5.50,5.65,79,8936,17 Feb 110.00 (AAPL1717N110-4),5.68,+0.23,5.80,6.00,53,5164,
17 Feb 110.00 (AAPL1717B110-8),5.64,-0.11,5.50,5.65,8,8936,17 Feb 110.00 (AAPL1717N110-8),5.79,+0.62,5.80,5.95,6,5164,
17 Feb 110.00 (AAPL1717B110-A),5.60,-0.10,5.50,5.65,35,8936,17 Feb 110.00 (AAPL1717N110-A),6.13,+0.35,5.80,5.95,1500,5164,
17 Feb 110.00 (AAPL1717B110-B),5.65,+0.02,5.50,5.65,29,8936,17 Feb 110.00 (AAPL1717N110-B),6.05,+1.02,5.85,6.00,11,5164,
17 Feb 110.00 (AAPL1717B110-E),5.75,+0.10,5.50,5.65,124,8936,17 Feb 110.00 (AAPL1717N110-E),5.72,-0.23,5.80,5.90,90,5164,
17 Feb 110.00 (AAPL1717B110-I),5.60,+0.05,5.50,5.65,153,8936,17 Feb 110.00 (AAPL1717N110-I),5.30,0.0,5.85,5.90,0,5164,
17 Feb 110.00 (AAPL1717B110-J),5.65,-0.60,5.50,5.65,20,8936,17 Feb 110.00 (AAPL1717N110-J),2.99,0.0,5.60,5.95,0,5164,
17 Feb 110.00 (AAPL1717B110-K),0.0,0.0,5.50,5.65,0,8936,17 Feb 110.00 (AAPL1717N110-K),3.14,0.0,4.90,5.90,0,5164,
17 Feb 110.00 (AAPL1717B110-O),5.20,-0.35,5.50,5.65,38,8936,17 Feb 110.00 (AAPL1717N110-O),6.05,+0.85,5.80,5.90,15,5164,
17 Feb 110.00 (AAPL1717B110-P),5.10,-0.60,5.50,5.65,7,8936,17 Feb 110.00 (AAPL1717N110-P),5.90,+0.05,5.85,5.95,7,5164,
17 Feb 110.00 (AAPL1717B110-S),6.20,0.0,5.50,5.65,0,8936,17 Feb 110.00 (AAPL1717N110-S),3.19,0.0,5.80,5.90,0,5164,
17 Feb 110.00 (AAPL1717B110-X),5.72,+0.03,5.50,5.65,58,8936,17 Feb 110.00 (AAPL1717N110-X),5.83,0.0,5.80,6.00,0,5164,
17 Feb 110.00 (AAPL1717B110-Y),6.13,0.0,5.50,5.60,0,8936,17 Feb 110.00 (AAPL1717N110-Y),5.55,0.0,5.85,5.90,0,5164,
17 Feb 115.00 (AAPL1717B115),3.40,-0.03,3.30,3.40,1379,14233,17 Feb 115.00 (AAPL1717N115),8.90,+0.12,8.65,8.75,137,8694,
17 Feb 115.00 (AAPL1717B115-3),3.55,-0.10,3.30,3.40,1,14233,17 Feb 115.00 (AAPL1717N115-3),5.95,0.0,8.65,8.75,0,8694,
17 Feb 115.00 (AAPL1717B115-4),3.45,0.0,3.30,3.40,349,14233,17 Feb 115.00 (AAPL1717N115-4),9.15,+0.60,8.65,8.75,15,8694,
17 Feb 115.00 (AAPL1717B115-8),3.55,+0.07,3.30,3.40,60,14233,17 Feb 115.00 (AAPL1717N115-8),8.76,0.0,8.65,8.75,0,8694,
17 Feb 115.00 (AAPL1717B115-A),3.55,-0.12,3.30,3.40,2,14233,17 Feb 115.00 (AAPL1717N115-A),9.00,+1.30,8.65,8.75,3,8694,
17 Feb 115.00 (AAPL1717B115-B),3.55,+0.04,3.30,3.40,3,14233,17 Feb 115.00 (AAPL1717N115-B),8.32,0.0,8.65,8.75,0,8694,
17 Feb 115.00 (AAPL1717B115-E),3.49,+0.06,3.30,3.40,95,14233,17 Feb 115.00 (AAPL1717N115-E),9.60,+0.82,8.65,8.75,47,8694,
17 Feb 115.00 (AAPL1717B115-I),3.50,+0.15,3.30,3.40,128,14233,17 Feb 115.00 (AAPL1717N115-I),8.90,+0.10,8.65,8.75,38,8694,
17 Feb 115.00 (AAPL1717B115-J),3.30,0.0,3.30,3.40,0,14233,17 Feb 115.00 (AAPL1717N115-J),6.45,0.0,8.65,8.75,0,8694,
17 Feb 115.00 (AAPL1717B115-K),5.30,0.0,3.30,3.40,0,14233,17 Feb 115.00 (AAPL1717N115-K),0.0,0.0,8.65,8.75,0,8694,
17 Feb 115.00 (AAPL1717B115-O),3.54,+0.09,3.30,3.40,8,14233,17 Feb 115.00 (AAPL1717N115-O),8.70,0.0,8.60,8.75,0,8694,
17 Feb 115.00 (AAPL1717B115-P),3.45,+0.05,3.30,3.40,552,14233,17 Feb 115.00 (AAPL1717N115-P),8.85,+0.85,8.65,8.75,34,8694,
17 Feb 115.00 (AAPL1717B115-S),3.40,-0.10,3.30,3.40,5,14233,17 Feb 115.00 (AAPL1717N115-S),6.55,0.0,8.65,8.75,0,8694,
17 Feb 115.00 (AAPL1717B115-X),3.45,-0.01,3.30,3.40,153,14233,17 Feb 115.00 (AAPL1717N115-X),8.54,0.0,8.65,8.75,0,8694,
17 Feb 115.00 (AAPL1717B115-Y),3.15,-0.45,3.30,3.40,23,14233,17 Feb 115.00 (AAPL1717N115-Y),6.35,0.0,8.65,8.75,0,8694,
17 Feb 120.00 (AAPL1717B120),1.88,-0.06,1.85,1.86,533,27969,17 Feb 120.00 (AAPL1717N120),12.35,0.0,12.15,12.30,0,3569,
17 Feb 120.00 (AAPL1717B120-3),1.76,-0.54,1.84,1.94,2,27969,17 Feb 120.00 (AAPL1717N120-3),12.25,0.0,12.15,12.30,0,3569,
17 Feb 120.00 (AAPL1717B120-4),1.92,-0.03,1.84,1.91,155,27969,17 Feb 120.00 (AAPL1717N120-4),11.30,0.0,12.15,12.30,0,3569,
17 Feb 120.00 (AAPL1717B120-8),1.88,+0.02,1.85,1.91,10,27969,17 Feb 120.00 (AAPL1717N120-8),10.98,0.0,12.15,12.30,0,3569,
17 Feb 120.00 (AAPL1717B120-A),1.78,-0.17,1.83,1.90,12,27969,17 Feb 120.00 (AAPL1717N120-A),12.05,0.0,12.15,12.30,0,3569,
17 Feb 120.00 (AAPL1717B120-B),1.98,+0.04,1.83,1.91,16,27969,17 Feb 120.00 (AAPL1717N120-B),7.51,0.0,12.15,12.35,0,3569,
17 Feb 120.00 (AAPL1717B120-E),1.91,-0.03,1.84,1.91,128,27969,17 Feb 120.00 (AAPL1717N120-E),12.35,0.0,12.15,12.30,0,3569,
